WayId,Time,Intensity,Path,RoadSize,Cost,ExpectedSpeed
2,2015-09-01T03:06:48.728Z,0.501,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-01T03:07:02.606Z,0.52425,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-01T03:50:15.976Z,0.8085,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-01T08:56:00.618Z,0.361,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-03T10:32:49.093Z,0.67325,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-03T10:33:03.221Z,0.4855,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-03T10:33:10.297Z,0.45525,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-03T13:28:30.205Z,0.43875,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-03T16:47:09.260Z,0.27025,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-04T05:50:55.322Z,0.6655,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-04T06:05:09.643Z,0.2555,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T05:10:00.718Z,0.86475,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T05:10:16.166Z,0.58675,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T06:12:00.730Z,0.31375,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T06:12:08.068Z,0.378,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T07:25:32.230Z,0.70125,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T07:25:46.006Z,0.826,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T07:31:36.056Z,0.649,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-05T09:29:42.532Z,0.115,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-08T04:43:14.693Z,0.52675,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-08T04:43:21.827Z,0.046,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-08T05:44:06.529Z,0.5005,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-09T13:08:59.158Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-09T13:15:10.568Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-10T14:08:49.180Z,0.8595,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T13:52:22.817Z,0.793,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T13:52:43.746Z,0.74175,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T13:53:25.827Z,0.59025,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T13:58:54.820Z,0.5445,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T13:59:08.645Z,0.3935,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T15:48:14.881Z,0.2265,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-11T15:48:28.806Z,0.249,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-13T08:28:50.966Z,0.268,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-13T09:18:40.716Z,0.9095,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-14T04:10:04.557Z,0.63825,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-14T04:10:11.828Z,0.2065,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-14T06:44:40.994Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-14T06:47:28.633Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-14T06:48:36.474Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-14T06:49:35.499Z,0.8,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.0,0.0,0
2,2015-09-15T03:23:05.828Z,0.12825,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
2,2015-09-15T07:00:02.368Z,0.28375,"{""coordinates"":[[90.4223751,23.798617],[90.4220627,23.8000329]],""type"":""LineString""}",0.16061701,0.004015425,40
