Time,Intensity,Data,Path,RoadLength,ExpectedSpeed,Cost
2015-09-04T11:18:22.837Z,0.59075,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:18:36.920Z,0.69425,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:23:16.764Z,0.74925,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:23:30.795Z,0.83025,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:23:44.790Z,0.88025,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:23:58.711Z,0.78075,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:29:28.085Z,0.6295,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
2015-09-04T11:29:42.022Z,0.832,8,"{""coordinates"":[[90.4207265,23.7996965],[90.4220627,23.8000329]],""type"":""LineString""}",0.14099602,40,0.0035249006
