Time,Intensity,Data,Path,RoadLength,ExpectedSpeed,Cost
2015-09-01T14:55:39.909Z,0.919,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
2015-09-14T14:37:09.549Z,0.88225,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
2015-09-14T14:38:12.563Z,0.8545,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
2015-09-14T14:38:23.451Z,0.71575,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
2015-09-14T14:38:40.694Z,0.66375,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
2015-09-14T14:38:54.821Z,0.84375,6,"{""coordinates"":[[90.4208805,23.8010983],[90.4218369,23.8013831]],""type"":""LineString""}",0.102325894,40,0.0025581473
